AN_REFERENCIA;NM_MUNICIPIO_IES_CAPES;SG_UF_IES_CAPES;NM_REGIAO_IES_CAPES;NM_IES_CAPES;CD_IES_CAPES;SG_IES_CAPES;NM_NATUREZA_JURIDICA;SG_PROGRAMA_FOMENTO;CD_PROGRAMA;NM_PROGRAMA;NM_GRANDE_AREA;NM_AREA_AVALIACAO;NM_AREA_CONHECIMENTO;NM_NIVEL_PADRAO;QT_BOLSAS_CONCEDIDAS;TP_PROGRAMA
2022;MANAUS;AM;NORTE;UNIVERSIDADE DO ESTADO DO AMAZONAS;12008010;UEA;ESTADUAL;AE;12008010001P9;MEDICINA TROPICAL;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;3;ESTRATÉGICO
2022;BELÉM;PA;NORTE;UNIVERSIDADE FEDERAL DO PARÁ;15001016;UFPA;FEDERAL;AE;15001016015P0;DOENÇAS TROPICAIS;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;3;ESTRATÉGICO
2022;BELÉM;PA;NORTE;UNIVERSIDADE FEDERAL DO PARÁ;15001016;UFPA;FEDERAL;AE;15001016032P1;GENÉTICA E BIOLOGIA MOLECULAR;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;GENÉTICA;DOUTORADO;1;ESTRATÉGICO
2022;BELÉM;PA;NORTE;UNIVERSIDADE FEDERAL DO PARÁ;15001016;UFPA;FEDERAL;AE;15001016040P4;BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;3;ESTRATÉGICO
2022;BELÉM;PA;NORTE;UNIVERSIDADE FEDERAL DO PARÁ;15001016;UFPA;FEDERAL;AE;15001016068P6;BIOTECNOLOGIA;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;FORTALEZA;CE;NORDESTE;UNIVERSIDADE FEDERAL DO CEARÁ;22001018;UFC;FEDERAL;AE;22001018004P8;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA ORGÂNICA;DOUTORADO;1;ESTRATÉGICO
2022;FORTALEZA;CE;NORDESTE;UNIVERSIDADE FEDERAL DO CEARÁ;22001018;UFC;FEDERAL;AE;22001018006P0;BIOQUÍMICA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;DOUTORADO;2;ESTRATÉGICO
2022;FORTALEZA;CE;NORDESTE;UNIVERSIDADE FEDERAL DO CEARÁ;22001018;UFC;FEDERAL;AE;22001018021P0;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;FORTALEZA;CE;NORDESTE;UNIVERSIDADE FEDERAL DO CEARÁ;22001018;UFC;FEDERAL;AE;22001018025P5;SAÚDE PÚBLICA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;DOUTORADO;1;ESTRATÉGICO
2022;FORTALEZA;CE;NORDESTE;UNIVERSIDADE FEDERAL DO CEARÁ;22001018;UFC;FEDERAL;AE;22001018031P5;CIÊNCIAS DA COMPUTAÇÃO;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;FORTALEZA;CE;NORDESTE;UNIVERSIDADE FEDERAL DO CEARÁ;22001018;UFC;FEDERAL;AE;22001018047P9;CIÊNCIAS MÉDICAS;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;DOUTORADO;1;ESTRATÉGICO
2022;FORTALEZA;CE;NORDESTE;UNIVERSIDADE ESTADUAL DO CEARÁ;22003010;UECE;ESTADUAL;AE;22003010012P3;Cuidados Clínicos em Enfermagem e Saúde;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;NATAL;RN;NORDESTE;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;23001011;UFRN;FEDERAL;AE;22003010017P5;BIOTECNOLOGIA - Rede RENORBIO;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;6;ESTRATÉGICO
2022;NATAL;RN;NORDESTE;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;23001011;UFRN;FEDERAL;AE;23001011011P7;ENGENHARIA QUÍMICA;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;NATAL;RN;NORDESTE;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;23001011;UFRN;FEDERAL;AE;23001011031P8;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;1;ESTRATÉGICO
2022;NATAL;RN;NORDESTE;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;23001011;UFRN;FEDERAL;AE;23001011170P8;BIOINFORMÁTICA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;GENÉTICA;DOUTORADO;2;ESTRATÉGICO
2022;JOÃO PESSOA;PB;NORDESTE;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );24001015;UFPB-JP;FEDERAL;AE;24001015016P1;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;JOÃO PESSOA;PB;NORDESTE;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );24001015;UFPB-JP;FEDERAL;AE;24001015030P4;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;5;ESTRATÉGICO
2022;JOÃO PESSOA;PB;NORDESTE;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );24001015;UFPB-JP;FEDERAL;AE;24001015055P7;MODELOS DE DECISÃO E SAÚDE;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;DOUTORADO;1;ESTRATÉGICO
2022;CAMPINA GRANDE;PB;NORDESTE;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;24009016;UFCG;FEDERAL;AE;24009016003P8;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;DOUTORADO;2;ESTRATÉGICO
2022;CAMPINA GRANDE;PB;NORDESTE;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;24009016;UFCG;FEDERAL;AE;24009016014P0;CIÊNCIA E ENGENHARIA DE MATERIAIS;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA DE MATERIAIS E METALÚRGICA;DOUTORADO;4;ESTRATÉGICO
2022;RECIFE;PE;NORDESTE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;25001019;UFPE;FEDERAL;AE;25001019024P7;MEDICINA TROPICAL;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;1;ESTRATÉGICO
2022;RECIFE;PE;NORDESTE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;25001019;UFPE;FEDERAL;AE;25001019045P4;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;2;ESTRATÉGICO
2022;RECIFE;PE;NORDESTE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;25001019;UFPE;FEDERAL;AE;25001019073P8;INOVAÇÃO TERAPÊUTICA;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;1;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;AE;26001012002P6;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA DA MATÉRIA CONDENSADA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CRISTÓVÃO;SE;NORDESTE;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;27001016;FUFSE;FEDERAL;AE;27001016009P3;CIÊNCIAS DA SAUDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;DOUTORADO;2;ESTRATÉGICO
2022;SALVADOR;BA;NORDESTE;UNIVERSIDADE FEDERAL DA BAHIA;28001010;UFBA;FEDERAL;AE;28001010011P4;PATOLOGIA HUMANA;CIÊNCIAS DA SAÚDE;MEDICINA II;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DOUTORADO;1;ESTRATÉGICO
2022;SALVADOR;BA;NORDESTE;UNIVERSIDADE FEDERAL DA BAHIA;28001010;UFBA;FEDERAL;AE;28001010012P0;MEDICINA E SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;CLÍNICA MÉDICA;DOUTORADO;2;ESTRATÉGICO
2022;SALVADOR;BA;NORDESTE;UNIVERSIDADE FEDERAL DA BAHIA;28001010;UFBA;FEDERAL;AE;28001010014P3;ENFERMAGEM E SAÚDE;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;SALVADOR;BA;NORDESTE;UNIVERSIDADE FEDERAL DA BAHIA;28001010;UFBA;FEDERAL;AE;28001010025P5;IMUNOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;IMUNOLOGIA;DOUTORADO;4;ESTRATÉGICO
2022;FEIRA DE SANTANA;BA;NORDESTE;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;28002016;UEFS;ESTADUAL;AE;28002016006P3;BIOTECNOLOGIA;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;SALVADOR;BA;NORDESTE;FIOCRUZ ( CENTRO DE PESQUISA GONÇALO MONIZ );28025016;FIOCRUZ-CPqGM;FEDERAL;AE;28025016001P4;BIOTECNOLOGIA EM SAÚDE E MEDICINA INVESTIGATIVA;CIÊNCIAS DA SAÚDE;MEDICINA II;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DOUTORADO;1;ESTRATÉGICO
2022;VITÓRIA;ES;SUDESTE;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;30001013;UFES;FEDERAL;AE;30001013002P8;CIÊNCIAS FISIOLÓGICAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FISIOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;VITÓRIA;ES;SUDESTE;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;30001013;UFES;FEDERAL;AE;30001013004P0;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;DOUTORADO;1;ESTRATÉGICO
2022;VITÓRIA;ES;SUDESTE;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;30001013;UFES;FEDERAL;AE;30001013018P1;SAÚDE COLETIVA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;DOUTORADO;1;ESTRATÉGICO
2022;VITÓRIA;ES;SUDESTE;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;30001013;UFES;FEDERAL;AE;30001013021P2;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017006P6;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA ORGÂNICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017013P2;BIOQUÍMICA;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017015P5;CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA E QUÍMICA MEDICINAL);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FARMACOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017016P1;CIÊNCIAS BIOLÓGICAS (GENÉTICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;GENÉTICA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017017P8;CIÊNCIAS (MICROBIOLOGIA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017031P0;ENGENHARIA METALÚRGICA E DE MATERIAIS;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA DE MATERIAIS E METALÚRGICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017036P2;ENGENHARIA QUÍMICA;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017037P9;ENGENHARIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;ENGENHARIAS;ENGENHARIAS II;PROCESSOS BIOQUÍMICOS;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017049P7;MEDICINA (DOENÇAS INFECCIOSAS E PARASITÁRIAS);CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017060P0;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017099P4;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;AE;31001017111P4;SAÚDE COLETIVA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;DOUTORADO;2;ESTRATÉGICO
2022;SEROPÉDICA;RJ;SUDESTE;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;31002013;UFRRJ;FEDERAL;AE;31002013001P0;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;NITERÓI;RJ;SUDESTE;UNIVERSIDADE FEDERAL FLUMINENSE;31003010;UFF;FEDERAL;AE;31003010002P7;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;NITERÓI;RJ;SUDESTE;UNIVERSIDADE FEDERAL FLUMINENSE;31003010;UFF;FEDERAL;AE;31003010017P4;PATOLOGIA;CIÊNCIAS DA SAÚDE;MEDICINA II;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DOUTORADO;3;ESTRATÉGICO
2022;NITERÓI;RJ;SUDESTE;UNIVERSIDADE FEDERAL FLUMINENSE;31003010;UFF;FEDERAL;AE;31003010046P4;COMPUTAÇÃO;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;31004016;UERJ;ESTADUAL;AE;31004016004P2;SAÚDE COLETIVA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;31004016;UERJ;ESTADUAL;AE;31004016022P0;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;31004016;UERJ;ESTADUAL;AE;31004016029P5;FISIOPATOLOGIA CLÍNICA E EXPERIMENTAL;CIÊNCIAS DA SAÚDE;MEDICINA I;CLÍNICA MÉDICA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;31004016;UERJ;ESTADUAL;AE;31004016038P4;ENGENHARIA QUÍMICA;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;31005012;PUC-RIO;PARTICULAR;AE;31005012013P8;Engenharia Química, de Materiais e Processos Ambientais;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA DE MATERIAIS E METALÚRGICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016001P0;BIOLOGIA PARASITÁRIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;PARASITOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016002P6;SAÚDE PÚBLICA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE PÚBLICA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016003P2;MEDICINA TROPICAL;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016004P9;BIOLOGIA CELULAR E MOLECULAR;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016008P4;PESQUISA CLINICA EM DOENÇAS INFECCIOSAS;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016015P0;SAÚDE PÚBLICA E MEIO AMBIENTE;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE PÚBLICA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016019P6;EPIDEMIOLOGIA EM SAÚDE PÚBLICA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;DOUTORADO;2;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;AE;31010016030P0;Biociências e Biotecnologia em Saúde;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;PARASITOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010005P2;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010006P9;BIOQUÍMICA E IMUNOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010007P5;CIÊNCIAS BIOLÓGICAS (FISIOLOGIA E FARMACOLOGIA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FISIOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010008P1;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;6;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010009P8;BIOLOGIA CELULAR;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;4;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010010P6;PARASITOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;PARASITOLOGIA;DOUTORADO;5;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010054P3;GENÉTICA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;GENÉTICA;DOUTORADO;2;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010055P0;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;3;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;AE;32001010068P4;BIOINFORMÁTICA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;GENÉTICA;DOUTORADO;4;ESTRATÉGICO
2022;JUIZ DE FORA;MG;SUDESTE;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;32005016;UFJF;FEDERAL;AE;32005016009P3;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;JUIZ DE FORA;MG;SUDESTE;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;32005016;UFJF;FEDERAL;AE;32005016014P7;SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;CLÍNICA MÉDICA;DOUTORADO;2;ESTRATÉGICO
2022;UBERLÂNDIA;MG;SUDESTE;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;32006012;UFU;FEDERAL;AE;32006012004P8;IMUNOLOGIA E PARASITOLOGIA APLICADAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;IMUNOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;UBERLÂNDIA;MG;SUDESTE;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;32006012;UFU;FEDERAL;AE;32006012008P3;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;CLÍNICA MÉDICA;DOUTORADO;2;ESTRATÉGICO
2022;UBERLÂNDIA;MG;SUDESTE;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;32006012;UFU;FEDERAL;AE;32006012011P4;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;UBERLÂNDIA;MG;SUDESTE;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;32006012;UFU;FEDERAL;AE;32006012018P9;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;OURO PRETO;MG;SUDESTE;UNIVERSIDADE FEDERAL DE OURO PRETO;32007019;UFOP;FEDERAL;AE;32007019006P7;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;2;ESTRATÉGICO
2022;SÃO JOÃO DEL REI;MG;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;32018010;UFSJ;FEDERAL;AE;32018010009P4;BIOENGENHARIA;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;DOUTORADO;1;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;FIOCRUZ ( CENTRO DE PESQUISAS RENÉ RACHOU );32067011;FIOCRUZ-CPqRR;FEDERAL;AE;32067011001P6;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;2;ESTRATÉGICO
