AN_REFERENCIA;NM_MUNICIPIO_IES_CAPES;SG_UF_IES_CAPES;NM_REGIAO_IES_CAPES;NM_IES_CAPES;CD_IES_CAPES;SG_IES_CAPES;NM_NATUREZA_JURIDICA;SG_PROGRAMA_FOMENTO;CD_PROGRAMA;NM_PROGRAMA;NM_GRANDE_AREA;NM_AREA_AVALIACAO;NM_AREA_CONHECIMENTO;NM_NIVEL_PADRAO;QT_BOLSAS_CONCEDIDAS;TP_PROGRAMA
2022;PRESIDENTE PRUDENTE;SP;SUDESTE;UNIVERSIDADE DO OESTE PAULISTA;33054010;UNOESTE;PARTICULAR;PROSUP;33054010002P4;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;MESTRADO;14;INSTITUCIONAL
2022;PRESIDENTE PRUDENTE;SP;SUDESTE;UNIVERSIDADE DO OESTE PAULISTA;33054010;UNOESTE;PARTICULAR;PROSUP;33054010003P0;AGRONOMIA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;15;INSTITUCIONAL
2022;PRESIDENTE PRUDENTE;SP;SUDESTE;UNIVERSIDADE DO OESTE PAULISTA;33054010;UNOESTE;PARTICULAR;PROSUP;33054010004P7;CIÊNCIA ANIMAL;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;14;INSTITUCIONAL
2022;PRESIDENTE PRUDENTE;SP;SUDESTE;UNIVERSIDADE DO OESTE PAULISTA;33054010;UNOESTE;PARTICULAR;PROSUP;33054010005P3;MEIO AMBIENTE E DESENVOLVIMENTO REGIONAL;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;MESTRADO;13;INSTITUCIONAL
2022;PRESIDENTE PRUDENTE;SP;SUDESTE;UNIVERSIDADE DO OESTE PAULISTA;33054010;UNOESTE;PARTICULAR;PROSUP;33054010006P0;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;6;INSTITUCIONAL
2022;PRESIDENTE PRUDENTE;SP;SUDESTE;UNIVERSIDADE DO OESTE PAULISTA;33054010;UNOESTE;PARTICULAR;PROSUP;33054010007P6;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;MESTRADO;6;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE BRASIL;33056013;UNIVBRASIL;PARTICULAR;PROSUP;33056013015P1;ENGENHARIA BIOMÉDICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA BIOMÉDICA;MESTRADO;16;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE IBIRAPUERA;33057010;UNIB;PARTICULAR;PROSUP;33057010002P7;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;6;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE IBIRAPUERA;33057010;UNIB;PARTICULAR;PROSUP;33057010004P0;PSICOLOGIA;CIÊNCIAS HUMANAS;PSICOLOGIA;DISTÚRBIOS PSICOSSOMÁTICOS;MESTRADO;4;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE IBIRAPUERA;33057010;UNIB;PARTICULAR;PROSUP;33057010005P6;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;MESTRADO;3;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE IBIRAPUERA;33057010;UNIB;PARTICULAR;PROSUP;33057010007P9;FISIOTERAPIA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;FISIOTERAPIA E TERAPIA OCUPACIONAL;MESTRADO;3;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE PAULISTA;33063010;UNIP;PARTICULAR;PROSUP;33063010002P3;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;15;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE PAULISTA;33063010;UNIP;PARTICULAR;PROSUP;33063010003P0;ENGENHARIA DE PRODUÇÃO;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA DE PRODUÇÃO;MESTRADO;17;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE PAULISTA;33063010;UNIP;PARTICULAR;PROSUP;33063010004P6;COMUNICAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO E INFORMAÇÃO;COMUNICAÇÃO;MESTRADO;16;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE PAULISTA;33063010;UNIP;PARTICULAR;PROSUP;33063010005P2;Patologia Ambiental e Experimental;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;16;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE PAULISTA;33063010;UNIP;PARTICULAR;PROSUP;33063010006P9;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;MESTRADO;15;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;FACULDADE ISRAELITA DE CIÊNCIAS DA SAÚDE ALBERT EINSTEIN;33068011;FICSAE;PARTICULAR;PROSUP;33068011006P7;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;MESTRADO;8;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE SÃO JUDAS TADEU;33072019;USJT;PARTICULAR;PROSUP;33072019002P5;EDUCAÇÃO FÍSICA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;EDUCAÇÃO FÍSICA;MESTRADO;15;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE SÃO JUDAS TADEU;33072019;USJT;PARTICULAR;PROSUP;33072019003P1;ARQUITETURA E URBANISMO;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA, URBANISMO E DESIGN;ARQUITETURA E URBANISMO;MESTRADO;14;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE SÃO JUDAS TADEU;33072019;USJT;PARTICULAR;PROSUP;33072019004P8;CIÊNCIAS DO ENVELHECIMENTO;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;MESTRADO;14;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;FUNDAÇÃO ANTONIO PRUDENTE - HOSPITAL A.C.CAMARGO;33073015;FAP;PARTICULAR;PROSUP;33073015001P5;ONCOLOGIA;CIÊNCIAS DA SAÚDE;MEDICINA I;CANCEROLOGIA;MESTRADO;19;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SANTO AMARO;33076014;UNISA;PARTICULAR;PROSUP;33076014001P4;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;6;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SANTO AMARO;33076014;UNISA;PARTICULAR;PROSUP;33076014004P3;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;MESTRADO;4;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SANTO AMARO;33076014;UNISA;PARTICULAR;PROSUP;33076014005P0;SAÚDE ÚNICA;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;6;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SANTO AMARO;33076014;UNISA;PARTICULAR;PROSUP;33076014006P6;CIÊNCIAS HUMANAS;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;MESTRADO;4;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SANTO AMARO;33076014;UNISA;PARTICULAR;PROSUP;33076014008P9;DIREITO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;3;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE CRUZEIRO DO SUL;33078017;UNICSUL;PARTICULAR;PROSUP;33078017001P7;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;12;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE CRUZEIRO DO SUL;33078017;UNICSUL;PARTICULAR;PROSUP;33078017011P2;INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;MESTRADO;13;INSTITUCIONAL
2022;OSASCO;SP;SUDESTE;CENTRO UNIVERSITÁRIO FIEO;33079013;UNIFIEO;PARTICULAR;PROSUP;33079013002P0;PSICOLOGIA EDUCACIONAL;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA;MESTRADO;6;INSTITUCIONAL
2022;ARARAQUARA;SP;SUDESTE;UNIVERSIDADE DE ARARAQUARA;33082014;UNIARA;PARTICULAR;PROSUP;33082014001P0;Desenvolvimento Territorial e Meio Ambiente;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;MESTRADO;13;INSTITUCIONAL
2022;ARARAQUARA;SP;SUDESTE;UNIVERSIDADE DE ARARAQUARA;33082014;UNIARA;PARTICULAR;PROSUP;33082014005P6;BIOTECNOLOGIA;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;MESTRADO;15;INSTITUCIONAL
2022;SANTOS;SP;SUDESTE;UNIVERSIDADE SANTA CECÍLIA;33087016;UNISANTA;PARTICULAR;PROSUP;33087016002P9;Sustentabilidade de Ecossistemas Costeiros e Marinhos;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;MESTRADO;11;INSTITUCIONAL
2022;SANTOS;SP;SUDESTE;UNIVERSIDADE SANTA CECÍLIA;33087016;UNISANTA;PARTICULAR;PROSUP;33087016003P5;DIREITO DA SAÚDE: DIMENSÕES INDIVIDUAIS E COLETIVAS;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;6;INSTITUCIONAL
2022;SANTOS;SP;SUDESTE;UNIVERSIDADE SANTA CECÍLIA;33087016;UNISANTA;PARTICULAR;PROSUP;33087016005P8;CIÊNCIA E TECNOLOGIA AMBIENTAL;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;MESTRADO;3;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010001P6;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;MESTRADO;18;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010002P2;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;MESTRADO;15;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010004P5;CIÊNCIAS DA REABILITAÇÃO;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;FISIOTERAPIA E TERAPIA OCUPACIONAL;MESTRADO;22;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010007P4;ENGENHARIA DE PRODUÇÃO;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA DE PRODUÇÃO;MESTRADO;16;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010010P5;MEDICINA;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;MESTRADO;12;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010011P1;DIREITO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;11;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010013P4;Biofotônica aplicada às Ciências da Saúde;CIÊNCIAS DA SAÚDE;MEDICINA II;RADIOLOGIA MÉDICA;MESTRADO;17;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010016P3;INFORMÁTICA E GESTÃO DO CONHECIMENTO;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;MESTRADO;15;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE NOVE DE JULHO;33092010;UNINOVE;PARTICULAR;PROSUP;33092010017P0;CIDADES INTELIGENTES E SUSTENTÁVEIS;CIÊNCIAS SOCIAIS APLICADAS;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA;PLANEJAMENTO URBANO E REGIONAL;MESTRADO;8;INSTITUCIONAL
2022;FRANCA;SP;SUDESTE;UNIVERSIDADE DE FRANCA;33093016;UNIFRAN;PARTICULAR;PROSUP;33093016003P1;PROMOÇÃO DE SAÚDE;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;MESTRADO;17;INSTITUCIONAL
2022;FRANCA;SP;SUDESTE;UNIVERSIDADE DE FRANCA;33093016;UNIFRAN;PARTICULAR;PROSUP;33093016004P8;CIÊNCIAS;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;MESTRADO;21;INSTITUCIONAL
2022;FRANCA;SP;SUDESTE;UNIVERSIDADE DE FRANCA;33093016;UNIFRAN;PARTICULAR;PROSUP;33093016005P4;LINGÜÍSTICA;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LINGÜÍSTICA;MESTRADO;17;INSTITUCIONAL
2022;FRANCA;SP;SUDESTE;UNIVERSIDADE DE FRANCA;33093016;UNIFRAN;PARTICULAR;PROSUP;33093016006P0;CIÊNCIA ANIMAL;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;18;INSTITUCIONAL
2022;SANTOS;SP;SUDESTE;UNIVERSIDADE METROPOLITANA DE SANTOS;33103011;UNIMES;PARTICULAR;PROSUP;33103011004P9;MEDICINA VETERINÁRIA NO MEIO AMBIENTE LITORANEO;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;4;INSTITUCIONAL
2022;BAURU;SP;SUDESTE;CENTRO UNIVERSITÁRIO DE BAURU;33105014;ITE;PARTICULAR;PROSUP;33105014001P2;SISTEMA CONSTITUCIONAL DE GARANTIA DE DIREITOS;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;6;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE ANHEMBI MORUMBI;33106010;UAM;PARTICULAR;PROSUP;33106010001P9;HOSPITALIDADE;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;TURISMO;MESTRADO;13;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE ANHEMBI MORUMBI;33106010;UAM;PARTICULAR;PROSUP;33106010002P5;DESIGN;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA, URBANISMO E DESIGN;DESENHO INDUSTRIAL;MESTRADO;17;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE ANHEMBI MORUMBI;33106010;UAM;PARTICULAR;PROSUP;33106010003P1;COMUNICAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO E INFORMAÇÃO;COMUNICAÇÃO;MESTRADO;11;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE ANHEMBI MORUMBI;33106010;UAM;PARTICULAR;PROSUP;33106010005P4;ENGENHARIA BIOMÉDICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA BIOMÉDICA;MESTRADO;12;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;33107017;UNIAN-SP;PARTICULAR;PROSUP;33107017003P8;EDUCAÇÃO MATEMÁTICA;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;MESTRADO;12;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;33107017;UNIAN-SP;PARTICULAR;PROSUP;33107017008P0;Biotecnologia e Inovação em Saúde;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;MESTRADO;4;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;33107017;UNIAN-SP;PARTICULAR;PROSUP;33107017009P6;ENSINO DE CIÊNCIAS E SAÚDE;MULTIDISCIPLINAR;ENSINO;ENSINO;MESTRADO;5;INSTITUCIONAL
2022;SANTO ANDRÉ;SP;SUDESTE;CENTRO UNIVERSITÁRIO SAÚDE ABC;33112010;FMABC;PARTICULAR;PROSUP;33112010001P5;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;MESTRADO;3;INSTITUCIONAL
2022;ARARAS;SP;SUDESTE;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO;33114013;FHO;PARTICULAR;PROSUP;33114013002P4;CIÊNCIAS BIOMÉDICAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FISIOLOGIA;MESTRADO;5;INSTITUCIONAL
2022;GUARULHOS;SP;SUDESTE;UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS;33117012;UNIVERITAS UNG;PARTICULAR;PROSUP;33117012002P3;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;MESTRADO;13;INSTITUCIONAL
2022;GUARULHOS;SP;SUDESTE;UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS;33117012;UNIVERITAS UNG;PARTICULAR;PROSUP;33117012003P0;ANÁLISE GEOAMBIENTAL;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;MESTRADO;5;INSTITUCIONAL
2022;CAMPINAS;SP;SUDESTE;CENTRO DE PESQUISAS ODONTOLOGICAS SAO LEOPOLDO MANDIC;33119015;SLMANDIC;PARTICULAR;PROSUP;33119015002P6;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;6;INSTITUCIONAL
2022;CAMPINAS;SP;SUDESTE;CENTRO DE PESQUISAS ODONTOLOGICAS SAO LEOPOLDO MANDIC;33119015;SLMANDIC;PARTICULAR;PROSUP;33119015003P2;CIÊNCIAS MÉDICAS;CIÊNCIAS DA SAÚDE;MEDICINA III;CIRURGIA;MESTRADO;3;INSTITUCIONAL
2022;AMERICANA;SP;SUDESTE;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;33131015;UNISAL;PARTICULAR;PROSUP;33131015001P2;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;MESTRADO;6;INSTITUCIONAL
2022;AMERICANA;SP;SUDESTE;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;33131015;UNISAL;PARTICULAR;PROSUP;33131015005P8;DIREITO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;4;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;FACULDADE AUTÔNOMA DE DIREITO;33136017;FADISP;PARTICULAR;PROSUP;33136017001P4;FUNÇÃO SOCIAL DO DIREITO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;8;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING;33139016;ESPM;PARTICULAR;PROSUP;33139016001P3;COMUNICAÇÃO E PRÁTICAS DE CONSUMO;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO E INFORMAÇÃO;COMUNICAÇÃO;MESTRADO;17;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING;33139016;ESPM;PARTICULAR;PROSUP;33139016002P0;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;MESTRADO;8;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;ESCOLA DE DIREITO DE SÃO PAULO;33145016;FGV - DIREITO SP;PARTICULAR;PROSUP;33145016001P0;DIREITO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;10;INSTITUCIONAL
2022;CAMPO LIMPO PAULISTA;SP;SUDESTE;CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA;33149011;UNIFACCAMP;PARTICULAR;PROSUP;33149011002P1;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;MESTRADO;8;INSTITUCIONAL
2022;BARRETOS;SP;SUDESTE;FUNDAÇÃO PIO XII - HOSPITAL DE CÂNCER DE BARRETOS;33158010;HCB;PARTICULAR;PROSUP;33158010001P0;ONCOLOGIA;CIÊNCIAS DA SAÚDE;MEDICINA I;CANCEROLOGIA;MESTRADO;12;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;INSTITUTO SÍRIO-LIBANÊS DE ENSINO E PESQUISA;33160015;IEP;PARTICULAR;PROSUP;33160015002P8;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;MESTRADO;8;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;FACULDADE ESCOLA PAULISTA DE DIREITO;33254010;FACEPD;PARTICULAR;PROSUP;33254010001P6;DIREITO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;4;INSTITUCIONAL
2022;MACAÍBA;RN;NORDESTE;INSTITUTO DE ENSINO E PESQUISA ALBERTO SANTOS DUMONT;33280010;IEPASD;PARTICULAR;PROSUP;33280010001P2;Neuroengenharia;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA BIOMÉDICA;MESTRADO;7;INSTITUCIONAL
2022;SÃO PAULO;SP;SUDESTE;INSTITUTO BRASILEIRO DE ESTUDOS TRIBUTÁRIOS;35019000;IBET;PARTICULAR;PROSUP;35019000001P6;DIREITO TRIBUTÁRIO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;MESTRADO;3;INSTITUCIONAL
2022;CURITIBA;PR;SUL;FACULDADE EVANGELICA MACKENZIE DO PARANA;40009017;FEMPAR;PARTICULAR;PROSUP;40009017001P0;PRINCÍPIOS DA CIRURGIA;CIÊNCIAS DA SAÚDE;MEDICINA III;CIRURGIA;MESTRADO;17;INSTITUCIONAL
2022;CURITIBA;PR;SUL;UNIVERSIDADE TUIUTI DO PARANÁ;40020010;UTP;PARTICULAR;PROSUP;40020010001P7;DISTÚRBIOS DA COMUNICAÇÃO;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;FONOAUDIOLOGIA;MESTRADO;8;INSTITUCIONAL
2022;CURITIBA;PR;SUL;UNIVERSIDADE TUIUTI DO PARANÁ;40020010;UTP;PARTICULAR;PROSUP;40020010002P3;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;MESTRADO;8;INSTITUCIONAL
2022;CURITIBA;PR;SUL;UNIVERSIDADE TUIUTI DO PARANÁ;40020010;UTP;PARTICULAR;PROSUP;40020010003P0;COMUNICAÇÃO E LINGUAGENS;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO E INFORMAÇÃO;COMUNICAÇÃO;MESTRADO;11;INSTITUCIONAL
2022;CURITIBA;PR;SUL;UNIVERSIDADE TUIUTI DO PARANÁ;40020010;UTP;PARTICULAR;PROSUP;40020010004P6;PSICOLOGIA FORENSE;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA;MESTRADO;6;INSTITUCIONAL
2022;CURITIBA;PR;SUL;UNIVERSIDADE POSITIVO;40022013;UP;PARTICULAR;PROSUP;40022013001P0;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;MESTRADO;8;INSTITUCIONAL
2022;CURITIBA;PR;SUL;UNIVERSIDADE POSITIVO;40022013;UP;PARTICULAR;PROSUP;40022013005P5;GESTÃO AMBIENTAL;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;MESTRADO;8;INSTITUCIONAL
2022;LONDRINA;PR;SUL;UNIVERSIDADE PITÁGORAS UNOPAR;40024016;UNOPAR;PARTICULAR;PROSUP;40024016003P5;Saúde e Produção Animal;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;6;INSTITUCIONAL
2022;LONDRINA;PR;SUL;UNIVERSIDADE PITÁGORAS UNOPAR;40024016;UNOPAR;PARTICULAR;PROSUP;40024016005P8;Metodologias para o Ensino de Linguagens e suas Tecnologias;MULTIDISCIPLINAR;ENSINO;ENSINO;MESTRADO;20;INSTITUCIONAL
2022;UMUARAMA;PR;SUL;UNIVERSIDADE PARANAENSE;40028011;UNIPAR;PARTICULAR;PROSUP;40028011002P4;CIÊNCIA ANIMAL COM ÊNFASE EM PRODUTOS BIOATIVOS;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;17;INSTITUCIONAL
2022;UMUARAMA;PR;SUL;UNIVERSIDADE PARANAENSE;40028011;UNIPAR;PARTICULAR;PROSUP;40028011003P0;BIOTECNOLOGIA APLICADA À AGRICULTURA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;21;INSTITUCIONAL
